imdb_rating,n_lines,n_directions,n_words,n_speak_char,andy,angela,creed,darryl,david,dwight,erin,gabe,holly,jan,jim,karen,kelly,kevin,meredith,michael,nellie,oscar,pam,phyllis,robert,ryan,stanley,toby,andy_perc,angela_perc,creed_perc,darryl_perc,david_perc,dwight_perc,erin_perc,gabe_perc,holly_perc,jan_perc,jim_perc,karen_perc,kelly_perc,kevin_perc,meredith_perc,michael_perc,nellie_perc,oscar_perc,pam_perc,phyllis_perc,robert_perc,ryan_perc,stanley_perc,toby_perc,michael_dummy,dwight_dummy,jim_dummy,pam_dummy,andy_dummy,angela_dummy,kevin_dummy,erin_dummy,oscar_dummy,ryan_dummy,darryl_dummy,phyllis_dummy,kelly_dummy,toby_dummy,jan_dummy,stanley_dummy,meredith_dummy,holly_dummy,nellie_dummy,gabe_dummy,robert_dummy,creed_dummy,david_dummy,karen_dummy,writer_Aaron Shure,writer_Allison Silverman,writer_B.J. Novak,writer_Brent Forrester,writer_Carrie Kemper,writer_Charlie Grandy,writer_Daniel Chun,writer_Gene Stupnitsky;Lee Eisenberg,writer_Greg Daniels,writer_Halsted Sullivan;Warren Lieberstein,writer_Jennifer Celotta,writer_Justin Spitzer,writer_Lee Eisenberg;Gene Stupnitsky,writer_Michael Schur,writer_Mindy Kaling,writer_Owen Ellickson,writer_Paul Lieberstein,writer_Robert Padnick,writer_Steve Hely,writer_Warren Lieberstein;Halsted Sullivan,low_appearance_writer,director_B.J. Novak,director_Brent Forrester,director_Charles McDougall,director_David Rogers,director_Greg Daniels,director_Harold Ramis,director_Jeffrey Blitz,director_Jennifer Celotta,director_John Krasinski,director_Ken Kwapis,director_Ken Whittingham,director_Matt Sohn,director_Paul Feig,director_Paul Lieberstein,director_Rainn Wilson,director_Randall Einhorn,director_Steve Carell,director_Troy Miller,director_Tucker Gates,low_appearance_director,multi_part
8.2,281,20,3063,21,0.0,5.0,0.0,27.0,0.0,12.0,0.0,0.0,0.0,55.0,22.0,0.0,9.0,4.0,5.0,76.0,0.0,0.0,26.0,9.0,0.0,2.0,1.0,0.0,0.0,0.01968503937007874,0.0,0.1062992125984252,0.0,0.047244094488188976,0.0,0.0,0.0,0.21653543307086615,0.08661417322834646,0.0,0.03543307086614173,0.015748031496062992,0.01968503937007874,0.2992125984251969,0.0,0.0,0.10236220472440945,0.03543307086614173,0.0,0.007874015748031496,0.003937007874015748,0.0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8.3,198,50,2482,18,0.0,4.0,0.0,0.0,12.0,19.0,0.0,0.0,0.0,16.0,16.0,0.0,13.0,5.0,2.0,45.0,0.0,2.0,23.0,3.0,0.0,4.0,0.0,0.0,0.0,0.014652014652014652,0.0,0.0,0.04395604395604396,0.0695970695970696,0.0,0.0,0.0,0.05860805860805861,0.05860805860805861,0.0,0.047619047619047616,0.018315018315018316,0.007326007326007326,0.16483516483516483,0.0,0.007326007326007326,0.08424908424908426,0.01098901098901099,0.0,0.014652014652014652,0.0,0.0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.4,206,27,2612,16,0.0,4.0,4.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,35.0,0.0,5.0,4.0,0.0,52.0,0.0,3.0,19.0,4.0,0.0,7.0,5.0,4.0,0.0,0.014545454545454545,0.014545454545454545,0.0,0.0,0.1781818181818182,0.0,0.0,0.0,0.0,0.12727272727272726,0.0,0.01818181818181818,0.014545454545454545,0.0,0.1890909090909091,0.0,0.01090909090909091,0.06909090909090909,0.014545454545454545,0.0,0.025454545454545455,0.01818181818181818,0.014545454545454545,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.3,264,52,2740,25,0.0,4.0,4.0,1.0,0.0,23.0,0.0,0.0,0.0,0.0,17.0,0.0,6.0,5.0,2.0,77.0,0.0,1.0,21.0,0.0,0.0,10.0,6.0,13.0,0.0,0.014134275618374558,0.014134275618374558,0.0035335689045936395,0.0,0.0812720848056537,0.0,0.0,0.0,0.0,0.06007067137809187,0.0,0.02120141342756184,0.0176678445229682,0.007067137809187279,0.27208480565371024,0.0,0.0035335689045936395,0.07420494699646643,0.0,0.0,0.0353356890459364,0.02120141342756184,0.045936395759717315,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8.1,248,47,2331,19,0.0,12.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,5.0,22.0,0.0,4.0,14.0,1.0,87.0,0.0,7.0,26.0,2.0,0.0,3.0,3.0,8.0,0.0,0.053811659192825115,0.0,0.0,0.0,0.19282511210762332,0.0,0.0,0.0,0.02242152466367713,0.09865470852017937,0.0,0.017937219730941704,0.06278026905829596,0.004484304932735426,0.3901345291479821,0.0,0.03139013452914798,0.11659192825112108,0.008968609865470852,0.0,0.013452914798206279,0.013452914798206279,0.03587443946188341,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8.4,213,33,2628,15,0.0,7.0,1.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,20.0,0.0,5.0,6.0,0.0,50.0,0.0,6.0,15.0,3.0,0.0,7.0,6.0,5.0,0.0,0.026717557251908396,0.003816793893129771,0.0,0.0,0.27099236641221375,0.0,0.0,0.0,0.0,0.07633587786259542,0.0,0.019083969465648856,0.022900763358778626,0.0,0.19083969465648856,0.0,0.022900763358778626,0.05725190839694656,0.011450381679389313,0.0,0.026717557251908396,0.022900763358778626,0.019083969465648856,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.7,257,55,2834,17,0.0,12.0,3.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,28.0,0.0,2.0,3.0,0.0,88.0,0.0,9.0,24.0,12.0,0.0,4.0,4.0,22.0,0.0,0.04597701149425287,0.011494252873563218,0.0,0.0,0.12643678160919541,0.0,0.0,0.0,0.0,0.10727969348659004,0.0,0.007662835249042145,0.011494252873563218,0.0,0.3371647509578544,0.0,0.034482758620689655,0.09195402298850575,0.04597701149425287,0.0,0.01532567049808429,0.01532567049808429,0.0842911877394636,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.3,368,28,3204,23,0.0,5.0,4.0,8.0,0.0,31.0,0.0,0.0,0.0,40.0,52.0,0.0,1.0,16.0,1.0,94.0,0.0,4.0,44.0,7.0,0.0,1.0,1.0,4.0,0.0,0.017793594306049824,0.014234875444839857,0.028469750889679714,0.0,0.1103202846975089,0.0,0.0,0.0,0.1423487544483986,0.18505338078291814,0.0,0.0035587188612099642,0.05693950177935943,0.0035587188612099642,0.33451957295373663,0.0,0.014234875444839857,0.15658362989323843,0.02491103202846975,0.0,0.0035587188612099642,0.0035587188612099642,0.014234875444839857,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.9,141,30,2213,18,5.0,4.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,7.0,11.0,1.0,1.0,1.0,0.0,51.0,0.0,16.0,6.0,3.0,0.0,1.0,1.0,9.0,0.03546099290780142,0.028368794326241134,0.0070921985815602835,0.0,0.0,0.1276595744680851,0.0,0.0,0.0,0.04964539007092199,0.07801418439716312,0.0070921985815602835,0.0070921985815602835,0.0070921985815602835,0.0,0.3617021276595745,0.0,0.11347517730496454,0.0425531914893617,0.02127659574468085,0.0,0.0070921985815602835,0.0070921985815602835,0.06382978723404255,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8.2,299,11,2563,21,0.0,9.0,2.0,0.0,0.0,37.0,0.0,0.0,0.0,12.0,32.0,0.0,8.0,3.0,1.0,108.0,0.0,0.0,30.0,2.0,0.0,3.0,1.0,6.0,0.0,0.041666666666666664,0.009259259259259259,0.0,0.0,0.1712962962962963,0.0,0.0,0.0,0.05555555555555555,0.14814814814814814,0.0,0.037037037037037035,0.013888888888888888,0.004629629629629629,0.5,0.0,0.0,0.1388888888888889,0.009259259259259259,0.0,0.013888888888888888,0.004629629629629629,0.027777777777777776,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8.5,259,58,2167,15,10.0,12.0,2.0,0.0,0.0,71.0,0.0,0.0,0.0,25.0,12.0,8.0,8.0,4.0,0.0,73.0,0.0,0.0,17.0,5.0,0.0,0.0,2.0,0.0,0.034482758620689655,0.041379310344827586,0.006896551724137931,0.0,0.0,0.24482758620689654,0.0,0.0,0.0,0.08620689655172414,0.041379310344827586,0.027586206896551724,0.027586206896551724,0.013793103448275862,0.0,0.2517241379310345,0.0,0.0,0.05862068965517241,0.017241379310344827,0.0,0.0,0.006896551724137931,0.0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.0,236,52,2737,19,4.0,6.0,6.0,0.0,0.0,36.0,0.0,0.0,0.0,12.0,15.0,15.0,5.0,2.0,1.0,83.0,0.0,0.0,25.0,3.0,0.0,6.0,5.0,3.0,0.011267605633802818,0.016901408450704224,0.016901408450704224,0.0,0.0,0.10140845070422536,0.0,0.0,0.0,0.03380281690140845,0.04225352112676056,0.04225352112676056,0.014084507042253521,0.005633802816901409,0.0028169014084507044,0.23380281690140844,0.0,0.0,0.07042253521126761,0.008450704225352112,0.0,0.016901408450704224,0.014084507042253521,0.008450704225352112,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8.2,262,16,2519,18,5.0,4.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,7.0,45.0,10.0,6.0,3.0,0.0,33.0,0.0,0.0,52.0,2.0,0.0,36.0,6.0,1.0,0.017241379310344827,0.013793103448275862,0.0,0.0,0.0,0.15517241379310345,0.0,0.0,0.0,0.02413793103448276,0.15517241379310345,0.034482758620689655,0.020689655172413793,0.010344827586206896,0.0,0.11379310344827587,0.0,0.0,0.1793103448275862,0.006896551724137931,0.0,0.12413793103448276,0.020689655172413793,0.0034482758620689655,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8.0,213,28,2108,26,14.0,10.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,19.0,14.0,15.0,6.0,2.0,56.0,0.0,0.0,23.0,2.0,0.0,7.0,1.0,2.0,0.054474708171206226,0.038910505836575876,0.0038910505836575876,0.0,0.0,0.023346303501945526,0.0,0.0,0.0,0.0,0.07392996108949416,0.054474708171206226,0.058365758754863814,0.023346303501945526,0.007782101167315175,0.2178988326848249,0.0,0.0,0.08949416342412451,0.007782101167315175,0.0,0.027237354085603113,0.0038910505836575876,0.007782101167315175,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8.5,260,42,2537,20,5.0,7.0,0.0,4.0,0.0,40.0,0.0,0.0,0.0,32.0,21.0,9.0,2.0,12.0,0.0,69.0,0.0,0.0,22.0,8.0,0.0,7.0,1.0,3.0,0.017482517482517484,0.024475524475524476,0.0,0.013986013986013986,0.0,0.13986013986013987,0.0,0.0,0.0,0.11188811188811189,0.07342657342657342,0.03146853146853147,0.006993006993006993,0.04195804195804196,0.0,0.24125874125874125,0.0,0.0,0.07692307692307693,0.027972027972027972,0.0,0.024475524475524476,0.0034965034965034965,0.01048951048951049,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8.7,474,52,3984,21,41.0,4.0,2.0,0.0,0.0,73.0,0.0,0.0,0.0,6.0,66.0,26.0,6.0,7.0,2.0,125.0,0.0,0.0,36.0,8.0,0.0,9.0,4.0,16.0,0.14590747330960854,0.014234875444839857,0.0071174377224199285,0.0,0.0,0.2597864768683274,0.0,0.0,0.0,0.021352313167259787,0.23487544483985764,0.09252669039145907,0.021352313167259787,0.02491103202846975,0.0071174377224199285,0.44483985765124556,0.0,0.0,0.12811387900355872,0.028469750889679714,0.0,0.03202846975088968,0.014234875444839857,0.05693950177935943,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8.2,191,23,2419,17,17.0,10.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,31.0,10.0,0.0,13.0,1.0,54.0,0.0,0.0,16.0,1.0,0.0,3.0,2.0,4.0,0.03346456692913386,0.01968503937007874,0.003937007874015748,0.0,0.0,0.007874015748031496,0.0,0.0,0.0,0.013779527559055118,0.0610236220472441,0.01968503937007874,0.0,0.025590551181102362,0.001968503937007874,0.1062992125984252,0.0,0.0,0.031496062992125984,0.001968503937007874,0.0,0.005905511811023622,0.003937007874015748,0.007874015748031496,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.7,480,142,4672,29,28.0,37.0,3.0,3.0,0.0,61.0,0.0,0.0,0.0,0.0,44.0,34.0,5.0,14.0,3.0,108.0,0.0,1.0,57.0,12.0,0.0,8.0,3.0,8.0,0.09364548494983277,0.12374581939799331,0.010033444816053512,0.010033444816053512,0.0,0.2040133779264214,0.0,0.0,0.0,0.0,0.14715719063545152,0.11371237458193979,0.016722408026755852,0.046822742474916385,0.010033444816053512,0.3612040133779264,0.0,0.0033444816053511705,0.19063545150501673,0.04013377926421405,0.0,0.026755852842809364,0.010033444816053512,0.026755852842809364,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8.5,216,30,2218,16,3.0,4.0,0.0,6.0,0.0,22.0,0.0,0.0,0.0,12.0,25.0,9.0,0.0,5.0,0.0,70.0,0.0,0.0,33.0,2.0,0.0,0.0,4.0,7.0,0.011583011583011582,0.015444015444015444,0.0,0.023166023166023165,0.0,0.08494208494208494,0.0,0.0,0.0,0.04633204633204633,0.09652509652509653,0.03474903474903475,0.0,0.019305019305019305,0.0,0.2702702702702703,0.0,0.0,0.1274131274131274,0.007722007722007722,0.0,0.0,0.015444015444015444,0.02702702702702703,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8.6,264,18,2813,20,29.0,17.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,1.0,39.0,16.0,2.0,7.0,0.0,48.0,0.0,0.0,26.0,10.0,0.0,8.0,8.0,0.0,0.1228813559322034,0.07203389830508475,0.0,0.0,0.0,0.13983050847457626,0.0,0.0,0.0,0.00423728813559322,0.1652542372881356,0.06779661016949153,0.00847457627118644,0.029661016949152543,0.0,0.2033898305084746,0.0,0.0,0.11016949152542373,0.0423728813559322,0.0,0.03389830508474576,0.03389830508474576,0.0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.8,207,39,1986,20,40.0,14.0,3.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,4.0,0.0,3.0,2.0,49.0,0.0,11.0,10.0,3.0,0.0,3.0,2.0,0.0,0.15267175572519084,0.05343511450381679,0.011450381679389313,0.0,0.0,0.09541984732824428,0.0,0.0,0.0,0.0,0.09541984732824428,0.015267175572519083,0.0,0.011450381679389313,0.007633587786259542,0.18702290076335878,0.0,0.04198473282442748,0.03816793893129771,0.011450381679389313,0.0,0.011450381679389313,0.007633587786259542,0.0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.2,257,23,2330,17,0.0,5.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,6.0,25.0,15.0,3.0,3.0,2.0,77.0,0.0,0.0,30.0,0.0,0.0,6.0,1.0,0.0,0.0,0.023474178403755867,0.0,0.0,0.0,0.13615023474178403,0.0,0.0,0.0,0.028169014084507043,0.11737089201877934,0.07042253521126761,0.014084507042253521,0.014084507042253521,0.009389671361502348,0.3615023474178404,0.0,0.0,0.14084507042253522,0.0,0.0,0.028169014084507043,0.004694835680751174,0.0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8.3,180,20,2015,21,0.0,3.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,19.0,4.0,6.0,4.0,1.0,49.0,0.0,0.0,15.0,15.0,0.0,0.0,2.0,2.0,0.0,0.011538461538461539,0.0,0.0,0.0,0.09615384615384616,0.0,0.0,0.0,0.0,0.07307692307692308,0.015384615384615385,0.023076923076923078,0.015384615384615385,0.0038461538461538464,0.18846153846153846,0.0,0.0,0.057692307692307696,0.057692307692307696,0.0,0.0,0.007692307692307693,0.007692307692307693,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8.8,185,18,2108,23,0.0,2.0,5.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,11.0,5.0,9.0,6.0,3.0,45.0,0.0,4.0,26.0,0.0,0.0,15.0,1.0,3.0,0.0,0.004219409282700422,0.010548523206751054,0.0,0.0,0.046413502109704644,0.0,0.0,0.0,0.0,0.023206751054852322,0.010548523206751054,0.0189873417721519,0.012658227848101266,0.006329113924050633,0.0949367088607595,0.0,0.008438818565400843,0.05485232067510549,0.0,0.0,0.03164556962025317,0.002109704641350211,0.006329113924050633,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8.5,290,20,2507,22,0.0,1.0,2.0,0.0,8.0,32.0,0.0,0.0,0.0,46.0,21.0,12.0,1.0,8.0,0.0,84.0,0.0,0.0,22.0,0.0,0.0,3.0,0.0,3.0,0.0,0.005235602094240838,0.010471204188481676,0.0,0.041884816753926704,0.16753926701570682,0.0,0.0,0.0,0.24083769633507854,0.1099476439790576,0.06282722513089005,0.005235602094240838,0.041884816753926704,0.0,0.4397905759162304,0.0,0.0,0.11518324607329843,0.0,0.0,0.015706806282722512,0.0,0.015706806282722512,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8.9,355,47,3556,19,2.0,11.0,3.0,43.0,0.0,18.0,0.0,0.0,0.0,30.0,41.0,16.0,14.0,8.0,0.0,106.0,0.0,4.0,16.0,4.0,0.0,9.0,4.0,17.0,0.004166666666666667,0.022916666666666665,0.00625,0.08958333333333333,0.0,0.0375,0.0,0.0,0.0,0.0625,0.08541666666666667,0.03333333333333333,0.029166666666666667,0.016666666666666666,0.0,0.22083333333333333,0.0,0.008333333333333333,0.03333333333333333,0.008333333333333333,0.0,0.01875,0.008333333333333333,0.035416666666666666,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.8,290,32,2911,20,18.0,1.0,3.0,30.0,0.0,55.0,0.0,0.0,0.0,0.0,24.0,4.0,6.0,16.0,0.0,78.0,0.0,3.0,19.0,0.0,0.0,5.0,2.0,8.0,0.06818181818181818,0.003787878787878788,0.011363636363636364,0.11363636363636363,0.0,0.20833333333333334,0.0,0.0,0.0,0.0,0.09090909090909091,0.015151515151515152,0.022727272727272728,0.06060606060606061,0.0,0.29545454545454547,0.0,0.011363636363636364,0.07196969696969698,0.0,0.0,0.01893939393939394,0.007575757575757576,0.030303030303030304,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.7,257,45,2760,18,34.0,12.0,8.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,46.0,4.0,10.0,8.0,0.0,53.0,0.0,6.0,14.0,1.0,0.0,2.0,1.0,0.0,0.1642512077294686,0.057971014492753624,0.03864734299516908,0.0,0.0,0.1497584541062802,0.0,0.0,0.0,0.0,0.2222222222222222,0.01932367149758454,0.04830917874396135,0.03864734299516908,0.0,0.2560386473429952,0.0,0.028985507246376812,0.06763285024154589,0.004830917874396135,0.0,0.00966183574879227,0.004830917874396135,0.0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8.8,286,72,3348,16,10.0,11.0,6.0,0.0,0.0,42.0,0.0,0.0,0.0,11.0,31.0,15.0,4.0,11.0,5.0,80.0,0.0,0.0,35.0,12.0,0.0,5.0,0.0,7.0,0.038910505836575876,0.042801556420233464,0.023346303501945526,0.0,0.0,0.16342412451361868,0.0,0.0,0.0,0.042801556420233464,0.12062256809338522,0.058365758754863814,0.01556420233463035,0.042801556420233464,0.019455252918287938,0.311284046692607,0.0,0.0,0.13618677042801555,0.04669260700389105,0.0,0.019455252918287938,0.0,0.027237354085603113,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9.1,281,55,3469,18,18.0,8.0,2.0,0.0,9.0,38.0,0.0,0.0,0.0,0.0,22.0,9.0,9.0,5.0,2.0,105.0,0.0,5.0,23.0,1.0,0.0,3.0,12.0,4.0,0.1,0.044444444444444446,0.011111111111111112,0.0,0.05,0.2111111111111111,0.0,0.0,0.0,0.0,0.12222222222222222,0.05,0.05,0.027777777777777776,0.011111111111111112,0.5833333333333334,0.0,0.027777777777777776,0.12777777777777777,0.005555555555555556,0.0,0.016666666666666666,0.06666666666666667,0.022222222222222223,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.3,508,102,5151,19,22.0,6.0,3.0,0.0,45.0,60.0,0.0,0.0,0.0,43.0,65.0,40.0,3.0,17.0,6.0,118.0,0.0,11.0,46.0,4.0,0.0,4.0,7.0,0.0,0.11891891891891893,0.032432432432432434,0.016216216216216217,0.0,0.24324324324324326,0.32432432432432434,0.0,0.0,0.0,0.23243243243243245,0.35135135135135137,0.21621621621621623,0.016216216216216217,0.0918918918918919,0.032432432432432434,0.6378378378378379,0.0,0.05945945945945946,0.24864864864864866,0.021621621621621623,0.0,0.021621621621621623,0.03783783783783784,0.0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
